Variation ID	Chromosome	GAD ID	Association	Associated SNPs	Phenotype	Disease Class	Gene	Reference	PubMed	p-Value	Population	Entrez Gene
rs9272723	chr6	125561	Y		hypertension; stroke, lacunar; atherothrombotic brain infarction	CARDIOVASCULAR	HLA-DQA1	Shen, N.  et al. 2001	11798899			3117
rs9272723	chr6	580261			diabetes, type 1 	IMMUNE	HLA-DQA1	M C Eike  , et al.  Diabetes, obesity &amp; metabolism  2009 11 Suppl 1():17-24	19143811			3117
rs9272723	chr6	125562	Y		diabetes, type 1	IMMUNE	HLA-DQA1	Pietropaolo, M.  et al. 2002	11845225			3117
rs9272723	chr6	580262			diabetes, type 1 	IMMUNE	HLA-DQA1	R McGinnis  , et al.  Diabetes, obesity &amp; metabolism  2009 11 Suppl 1():8-16	19143810			3117
rs9272723	chr6	125563	Y		Graves' disease	IMMUNE	HLA-DQA1	Smikie, M. = F et al. 2001	11895223		Caucasian	3117
rs9272723	chr6	580263			Hepatitis C	INFECTION	HLA-DQA1	T Tsertsvadze  , et al.  Georgian medical news  2008 (165):43-9	19124916		GEORGIA (REPUBLIC)	3117
rs9272723	chr6	125564			diabetes, type 1	IMMUNE	HLA-DQA1	Price, P.  et al. 2001	11903620			3117
rs9272723	chr6	580264			diabetes, type 1 	IMMUNE	HLA-DQA1	Carani B Sanjeevi  , et al.  Annals of the New York Academy of Sciences  2008 1150():106-11	19120278		SWEDEN	3117
rs9272723	chr6	125565			diabetes, type 1	IMMUNE	HLA-DQA1	Jaini, R.  et al. 2002	11916167		Indian	3117
rs9272723	chr6	580265			diabetes, type 2	IMMUNE	HLA-DQA1	J Lin  , et al.  Annals of the New York Academy of Sciences  2008 1150():99-102	19120276			3117
rs9272723	chr6	125566			diabetes, type 1	IMMUNE	HLA-DQA1	Van, D.  et al. 2002	11916169			3117
rs9272723	chr6	580266			Arthritis, Rheumatoid|	IMMUNE	HLA-DQA1	Charlotte Vignal  , et al.  Arthritis and rheumatism  2009 60(1):53-62	19116923			3117
rs9272723	chr6	125567			diabetes, type 1	IMMUNE	HLA-DQA1	Petrone, A.  et al. 2001	11929589		Italian	3117
rs9272723	chr6	580267			diabetes, type 1 	IMMUNE	HLA-DQA1	K Akesson  , et al.  International journal of immunogenetics  2009 36(1):1-8	19055605		SWEDEN	3117
rs9272723	chr6	125568			graft-versus-host disease	IMMUNE	HLA-DQA1	Catassi, C.  et al. 2001	11929591			3117
rs9272723	chr6	580268			Asthma|	IMMUNE	HLA-DQA1	Masoud Movahedi  , et al.  Iranian journal of allergy, asthma, and immunology  2008 7(4):215-20	19052351			3117
rs9272723	chr6	125569			multiple sclerosis; optic neuritis	IMMUNE	HLA-DQA1	Uinuk-Ool, T. S.  et al. 2002	11935333			3117
rs9272723	chr6	580269			IgA Deficiency	IMMUNE	HLA-DQA1	Javad Mohammadi  , et al.  Iranian journal of allergy, asthma, and immunology  2008 7(4):209-14	19052350		IRAN|SWEDEN	3117
rs9272723	chr6	125570			celiac disease	IMMUNE	HLA-DQA1	Greco, L.  et al. 2002	11950806			3117
rs9272723	chr6	580270			Malaria, Falciparum|Parasitemia	INFECTION	HLA-DQA1	Danielle Carpenter  , et al.  Infection, genetics and evolution   2009 9(1):97-103	19022401		TANZANIA	3117
rs9272723	chr6	125571	Y		inflammatory myopathies	IMMUNE	HLA-DQA1	Horiki, T.  et al. 2002	11972875		Japanese	3117
rs9272723	chr6	580271			diabetes, type 1 	IMMUNE	HLA-DQA1	M C Eike  , et al.  Genes and immunity  2009 10(2):141-50	18987644		NORWAY	3117
rs9272723	chr6	125572			diabetes, type 1	IMMUNE	HLA-DQA1	Evseeva, I.  et al. 2002	11972877			3117
rs9272723	chr6	580272			Celiac Disease|	IMMUNE	HLA-DQA1	Beatrijs A N Vermeulen  , et al.  Scandinavian journal of gastroenterology  2009 44(1):40-5	18932050			3117
rs9272723	chr6	125573	N		gastrointestinal cancer	CANCER	HLA-DQA1	Perri, F.  et al. 2002	11972882		Italian	3117
rs9272723	chr6	580273			Dermatomyositis|Myositis	IMMUNE	HLA-DQA1	Z E Betteridge  , et al.  Annals of the rheumatic diseases  2009 68(10):1621-5	18930994		GREAT BRITAIN	3117
rs9272723	chr6	125574			diabetes, type 1	IMMUNE	HLA-DQA1	Berzina, L.  et al. 2002	12021131			3117
rs9272723	chr6	580274			Hepatitis C, Chronic	INFECTION	HLA-DQA1	Leland J Yee  , et al.  Antimicrobial agents and chemotherapy  2009 53(2):615-21	18852273			3117
rs9272723	chr6	724668	Y	rs2326574	Myocardial Infarction	CARDIOVASCULAR	NRAS		0	0.00		4893
rs9272723	chr6	125575	Y		diabetes, type 1; blood group incompatibility	IMMUNE	HLA-DQA1	Berzina, L.  et al. 2002	12021139			3117
rs9272723	chr6	580275			Pemphigus	IMMUNE	HLA-DQA1	Sheida Shams  , et al.  Journal of clinical immunology  2009 29(2):175-9	18780165			3117
rs9272723	chr6	723401	Y	rs3777694	Macular Degeneration	VISION	CAP2		0	0.00		10486
rs9272723	chr6	125576	N		ankylosing spondylitis	IMMUNE	HLA-DQA1	Madhavan, R.  et al. 2002	12021150		Indian	3117
rs9272723	chr6	580276			diabetes, type 1 	IMMUNE	HLA-DQA1	Karin Larsson  , et al.  Pediatric diabetes  2008 9(4 Pt 2):354-9	18774995		SWEDEN	3117
rs9272723	chr6	732551	Y	rs1588549	Hip	METABOLIC	CALN1	Douglas P Kiel et al. BMC medical genetics 2007	17903296	0.00		83698
rs9272723	chr6	125577			celiac disease	IMMUNE	HLA-DQA1	Zubillaga, P.  et al. 2002	12050583			3117
rs9272723	chr6	580277			diabetes, type 1 	IMMUNE	HLA-DQA1	Sabina Resic-Lindehammer  , et al.  Acta diabetologica  2008 45(4):231-5	18769865		SWEDEN	3117
rs9272723	chr6	712696	Y	rs9263827	Behcet Syndrome	IMMUNE	SEMA3D	Elaine F Remmers et al. Nature genetics 2010	20622878	0.00		223117
rs9272723	chr6	125578			diabetes, type 2; diabetes, type 1	UNKNOWN	HLA-DQA1	Pushkarev, V.P.  et al. 2002	12063795		Russian	3117
rs9272723	chr6	580278			diabetes, type 1 	IMMUNE	HLA-DQA1	Chi Zhang  , et al.  Zhonghua yi xue za zhi  2008 88(12):797-801	18756979			3117
rs9272723	chr6	712655	Y	rs2523554	Behcet Syndrome	IMMUNE	DHFRP2	Elaine F Remmers et al. Nature genetics 2010	20622878	0.00		
rs9272723	chr6	125579	Y		celiac disease	IMMUNE	HLA-DQA1	Kaur, G.  et al. 2002	12121676		Indian	3117
rs9272723	chr6	580279			diabetes, type 1 	IMMUNE	HLA-DQA1	A Dezsofi  , et al.  Journal of pediatric gastroenterology and nutrition  2008 47(3):283-7	18728522			3117
rs9272723	chr6	740264	Y	rs2523554	Lupus Erythematosus, Systemic	IMMUNE	DHFRP2	Geoffrey Hom et al. The New England journal of medicine 2008	18204098	0.00		
rs9272723	chr6	125580			multiple sclerosis; diabetes, type 1	IMMUNE	HLA-DQA1	Lobnig, B. M.  et al. 2002	12149602			3117
rs9272723	chr6	580280			Multiple Sclerosis	IMMUNE	HLA-DQA1	Mojdeh Ghabaee  , et al.  Cellular and molecular neurobiology  2009 29(1):109-14	18726686		IRAN	3117
rs9272723	chr6	712744	Y	rs2523545	Behcet Syndrome	IMMUNE	DHFRP2	Elaine F Remmers et al. Nature genetics 2010	20622878	0.00		
rs9272723	chr6	125581	Y		cervical cancer	CANCER	HLA-DQA1	Ghaderi, M.  et al. 2002	12209609			3117
rs9272723	chr6	580281			cervical cancer	CANCER	HLA-DQA1	Patricia S de Araujo Souza  , et al.  BMC cancer  2008 8():246	18721466			3117
rs9272723	chr6	712680	Y	rs2523544	Behcet Syndrome	IMMUNE	DHFRP2	Elaine F Remmers et al. Nature genetics 2010	20622878	0.00		
rs9272723	chr6	125582			arthritis, juvenile	IMMUNE	HLA-DQA1	Thomson, W.  et al. 2002	12364641			3117
rs9272723	chr6	580282			Diabetes Mellitus, Type 1	IMMUNE	HLA-DQA1	Jennifer M Barker  , et al.  Diabetes  2008 57(11):3152-5	18694972			3117
rs9272723	chr6	728640	Y	rs2844573	Parkinson Disease	NEUROLOGICAL	DHFRP2	Hon-Chung Fung et al. Lancet neurology 2006	17052657	0.00		
rs9272723	chr6	125583	Y		diabetes, type 1	IMMUNE	HLA-DQA1	Tanaka, S.  et al. 2002	12453977			3117
rs9272723	chr6	580283			Autoimmune Diseases|	IMMUNE	HLA-DQA1	Gurvinder Kaur  , et al.  Human immunology  2008 69(9):580-7	18657583		INDIA	3117
rs9272723	chr6	712631	Y	rs9266399	Behcet Syndrome	IMMUNE	DHFRP2	Elaine F Remmers et al. Nature genetics 2010	20622878	0.00		
rs9272723	chr6	125584			diabetes, type 2	METABOLIC	HLA-DQA1	Perez-Luque, E.  et al. 2003	12507821		Mexican	3117
rs9272723	chr6	580284			Pre-Eclampsia	REPRODUCTION	HLA-DQA1	Izumi Ooki  , et al.  American journal of reproductive immunology   2008 60(1):75-84	18593440			3117
rs9272723	chr6	742985	Y	rs7743761	Spondylitis, Ankylosing	IMMUNE	DHFRP2	John D Reveille et al. Nature genetics 2010	20062062	0.00		
rs9272723	chr6	125585	Y		osteoarthritis	METABOLIC	HLA-DQA1	Riyazi, N.  et al. 2003	12594107		Dutch	3117
rs9272723	chr6	580285			Celiac Disease|	IMMUNE	HLA-DQA1	Emilio Gomez de la Concha  , et al.  Anales de la Real Academia Nacional de Medicina  2008 124(4):813-24; discussion 824-5	18592918			3117
rs9272723	chr6	712635	Y	rs112243466	Behcet Syndrome	IMMUNE	DHFRP2	Elaine F Remmers et al. Nature genetics 2010	20622878	0.00		
rs9272723	chr6	125586			celiac disease	IMMUNE	HLA-DQA1	Karell, K.  et al. 2003	12651074			3117
rs9272723	chr6	580286			Celiac Disease	IMMUNE	HLA-DQA1	Alberto Rubio-Tapia  , et al.  Clinical gastroenterology and hepatology   2008 6(9):983-7	18585974		UNITED STATES	3117
rs9272723	chr6	717901	Y	rs2253907	Diabetes Mellitus, Type 1	IMMUNE	DHFRP2		0	0.00		
rs9272723	chr6	125587	Y		diabetes, type 1	IMMUNE	HLA-DQA1	Hermann, R.  et al. 2003	12666382			3117
rs9272723	chr6	580287			Lupus Erythematosus, Systemic	IMMUNE	HLA-DQA1	Gian Domenico Sebastiani  , et al.  Immunological investigations  2008 37(4):375-85	18569076			3117
rs9272723	chr6	712646	Y	rs2523522	Behcet Syndrome	IMMUNE	DHFRP2	Elaine F Remmers et al. Nature genetics 2010	20622878	0.00		
rs9272723	chr6	125588			diabetes, type 1	IMMUNE	HLA-DQA1	Hermann, R.  et al. 2003	12687342			3117
rs9272723	chr6	580288			diabetes, type 1 	IMMUNE	HLA-DQA1	Jane Marttila  , et al.  Journal of autoimmunity  2008 31(2):142-8	18565729			3117
rs9272723	chr6	712645	Y	rs2394990	Behcet Syndrome	IMMUNE	DHFRP2	Elaine F Remmers et al. Nature genetics 2010	20622878	0.00		
rs9272723	chr6	125589	Y		autoimmune polyglandular syndrome	IMMUNE	HLA-DQA1	Wallaschofski, H.  et al. 2003	12734793			3117
rs9272723	chr6	580289			keloids	OTHER	HLA-DQA1	Wen-Sheng Lu  , et al.  Journal of dermatological science  2008 52(2):108-17	18562179		CHINA	3117
rs9272723	chr6	729176	Y	rs3997982	Multiple Sclerosis	IMMUNE	DHFRP2	David A Hafler et al. The New England journal of medicine 2007	17660530	0.00		
rs9272723	chr6	125590	Y		kidney cancer	CANCER	HLA-DQA1	Ellerhorst, J. A.  et al. 2003	12771724			3117
rs9272723	chr6	580290			Carcinoma|Carcinoma, Squamous Cell|Nasopharyngeal Neoplasms	CANCER	HLA-DQA1	Charisios Karanikiotis  , et al.  Strahlentherapie und Onkologie   2008 184(6):325-31	18535809		GREECE	3117
rs9272723	chr6	712644	Y	rs7382258	Behcet Syndrome	IMMUNE	DHFRP2	Elaine F Remmers et al. Nature genetics 2010	20622878	0.00		
rs9272723	chr6	125591	N		H. pylori infection	INFECTION	HLA-DQA1	Russo, A.  et al. 2003	12921878			3117
rs9272723	chr6	580291				UNKNOWN	HLA-DQA1	Ali Akbar Amirzargar  , et al.  Iranian journal of immunology   2008 5(2):92-9	18523354			3117
rs9272723	chr6	741085	Y	rs9266629	Multiple Sclerosis	IMMUNE	DHFRP2	Sergio E Baranzini et al. Human molecular genetics 2009	19010793	0.00		
rs9272723	chr6	125592			diabetes, type 1	IMMUNE	HLA-DQA1	Diaz, N.  et al. 2003	12974555			3117
rs9272723	chr6	580292			Celiac Disease|	IMMUNE	HLA-DQA1	Alienke J Monsuur  , et al.  PloS one  2008 3(5):e2270	18509540			3117
rs9272723	chr6	729203	Y	rs2596571	Multiple Sclerosis	IMMUNE	DHFRP2	David A Hafler et al. The New England journal of medicine 2007	17660530	0.00		
rs9272723	chr6	125593			diabetes, type 1	IMMUNE	HLA-DQA1	Klitz, W.  et al. 2003	12974796		European American	3117
rs9272723	chr6	580293			diabetes, type 1 	IMMUNE	HLA-DQA1	A J K Williams  , et al.  Diabetologia  2008 51(8):1444-8	18504544			3117
rs9272723	chr6	712853	Y	rs2857281	Behcet Syndrome	IMMUNE	PHTF2	Elaine F Remmers et al. Nature genetics 2010	20622878	0.00		57157
rs9272723	chr6	125594	Y		hepatitis B, chronic	INFECTION	HLA-DQA1	Jiang, Y. G.  et al. 2003	14562382			3117
rs9272723	chr6	580294			Graves Disease|Hashimoto Disease	IMMUNE	HLA-DQA1	A A Zeitlin  , et al.  Genes and immunity  2008 9(4):358-63	18449200		GREAT BRITAIN	3117
rs9272723	chr6	729180	Y	rs3115537	Multiple Sclerosis	IMMUNE	BAT1	David A Hafler et al. The New England journal of medicine 2007	17660530	0.00		7919
rs9272723	chr6	125595	Y		celiac disease	IMMUNE	HLA-DQA1	Pena-Quintana, L.  et al. 2003	14581805		Spanish	3117
rs9272723	chr6	580295			HIV Infections|HIV Seropositivity	INFECTION	HLA-DQA1	Rae-Anne Hardie  , et al.  AIDS   2008 22(7):807-16	18427198			3117
rs9272723	chr6	712714	Y	rs3093978	Behcet Syndrome	IMMUNE	BAT1	Elaine F Remmers et al. Nature genetics 2010	20622878	0.00		7919
rs9272723	chr6	125596			hypersomnolence	OTHER	HLA-DQA1	Peled, N.  et al. 2002	14592217		Jewish	3117
rs9272723	chr6	580296			diabetes, type 1 	IMMUNE	HLA-DQA1	Patrick Bruck  , et al.  Journal of human genetics  2008 53(6):559-64	18401547		GERMANY	3117
rs9272723	chr6	747251	Y	rs3853601	Dermatitis, Atopic	IMMUNE	BAT1	Lavinia Paternoster et al. Nature genetics 2012	22197932	0.00		7919
rs9272723	chr6	125597	Y		diabetes, type 1	IMMUNE	HLA-DQA1	Kanga, U.  et al. 2004	14700595		Indian	3117
rs9272723	chr6	580297			Arthritis, Psoriatic|Psoriasis	IMMUNE	HLA-DQA1	Hsien-Tzung Liao  , et al.  The Journal of rheumatology  2008 35(5):891-5	18381784		CHINA	3117
rs9272723	chr6	712713	Y	rs3093948	Behcet Syndrome	IMMUNE	BAT1	Elaine F Remmers et al. Nature genetics 2010	20622878	0.00		7919
rs9272723	chr6	125598			H. pylori infection; Helicobacter pylori infection	INFECTION	HLA-DQA1		14964841		Indian	3117
rs9272723	chr6	580298				UNKNOWN	HLA-DQA1		18356750			3117
rs9272723	chr6	712719	Y	rs3093976	Behcet Syndrome	IMMUNE	BAT1	Elaine F Remmers et al. Nature genetics 2010	20622878	0.00		7919
rs9272723	chr6	125599	Y		allergic rhinitis	IMMUNE	HLA-DQA1	Wang, M.  et al. 2004	14990915		Chinese	3117
rs9272723	chr6	580299			Autoimmune Diseases|Celiac Disease|Liver Failure	IMMUNE	HLA-DQA1	Alberto Rubio-Tapia  , et al.  Liver international   2008 28(4):467-76	18339073			3117
rs9272723	chr6	712722	Y	rs3130057	Behcet Syndrome	IMMUNE	BAT1	Elaine F Remmers et al. Nature genetics 2010	20622878	0.00		7919
rs9272723	chr6	125600	Y		myasthenia gravis	IMMUNE	HLA-DQA1	Shinomiya, N.  et al. 2004	15003812			3117
rs9272723	chr6	597883	Y	rs2187668-A	systemic lupus erythematosus	IMMUNE	HLA-DQA1	Hom ,et al. 2008	18204098		NORTH AMERICA|SWEDEN	3117
rs9272723	chr6	717912	Y	rs2734583	Diabetes Mellitus, Type 1	IMMUNE	BAT1		0	0.00		7919
rs9272723	chr6	125601			diabetes, type 1	IMMUNE	HLA-DQA1	Uinuk-Ool, T. S.  et al. 2004	15009181			3117
rs9272723	chr6	597884	Y	rs2187668-A	Celiac disease	IMMUNE	HLA-DQA1	van Heel ,et al. 2007	17558408		 	3117
rs9272723	chr6	746609	Y	rs2734583	Allopurinol	PHARMACOGENOMIC	BAT1	M Tohkin et al. The pharmacogenomics journal 2011	21912425	0.00		7919
rs9272723	chr6	125602	Y		diabetes, type 1	IMMUNE	HLA-DQA1	Cinek, O.  et al. 2001	15016191		Czech	3117
rs9272723	chr6	600389	Y	rs2187668-A	Celiac disease	IMMUNE	HLA-DQA1	Dubois ,et al. Nat Genet 2010	20190752	1 x 10-50	European descent 	3117
rs9272723	chr6	712711	Y	rs3130058	Behcet Syndrome	IMMUNE	BAT1	Elaine F Remmers et al. Nature genetics 2010	20622878	0.00		7919
rs9272723	chr6	125603			diabetes, type 1	IMMUNE	HLA-DQA1	Weets, I.  et al. 2004	15298337			3117
rs9272723	chr6	597880	Y	rs2395185-?	ulcerative colitis	IMMUNE	HLA-DQA1	Silverberg ,et al. 2009	19122664		 	3117
rs9272723	chr6	712716	Y	rs2516393	Behcet Syndrome	IMMUNE	BAT1	Elaine F Remmers et al. Nature genetics 2010	20622878	0.00		7919
rs9272723	chr6	125604			diabetes, type 1	IMMUNE	HLA-DQA1	Hermann, R.  et al. 2004	15049049			3117
rs9272723	chr6	597881	Y	rs477515-?	inflammatory bowel disease	IMMUNE	HLA-DQA1	Kugathasan ,et al. 2008	18758464		 	3117
rs9272723	chr6	712857	Y	rs2239709	Behcet Syndrome	IMMUNE	BAT1	Elaine F Remmers et al. Nature genetics 2010	20622878	0.00		7919
rs9272723	chr6	125605			diabetes, type 1	IMMUNE	HLA-DQA1	Zhang, D. M.  et al. 2004	15059369			3117
rs9272723	chr6	597882	Y	rs6457617-?	rheumatoid arthritis	IMMUNE	HLA-DQA1	Julia ,et al. 2008	18668548		SPAIN	3117
rs9272723	chr6	712769	Y	rs2251824	Behcet Syndrome	IMMUNE	BAT1	Elaine F Remmers et al. Nature genetics 2010	20622878	0.00		7919
rs9272723	chr6	125606			pelvic inflammatory disease	OTHER	HLA-DQA1		15107633			3117
rs9272723	chr6	597879	Y	rs9272219-G	schizophrenia	PSYCH	HLA-DQA1	Shi ,et al. 2009	19571809		EUROPE	3117
rs9272723	chr6	689720			Diabetes Mellitus, Type 1|Disease Progression	IMMUNE	HLA-DQA1	Camilla Gullstrand  et al.  2008	18331414			3117
rs9272723	chr6	125607	N		pregnancy loss, recurrent	REPRODUCTION	HLA-DQA1	Wang, X. P.  et al. 2004	15109436			3117
rs9272723	chr6	722987	Y	rs2187668	Lupus Erythematosus, Systemic	IMMUNE	HLA-DQA1		0	0.00		
rs9272723	chr6	689721			Diabetic Ketoacidosis	UNKNOWN	HLA-DQA1	Ramaswami Nalini  et al.  2008	18316396			3117
rs9272723	chr6	125608			celiac disease	IMMUNE	HLA-DQA1	Contreas, G.  et al. 2004	15174785		Italian	3117
rs9272723	chr6	729105	Y	rs2187668	Celiac Disease	IMMUNE	HLA-DQA1	David A van Heel et al. Nature genetics 2007	17558408	0.00		
rs9272723	chr6	689722			Diabetes Mellitus, Type 1	IMMUNE	HLA-DQA1	M  Bjornvold   et al.  2008	18292987			3117
rs9272723	chr6	125609			multiple sclerosis	IMMUNE	HLA-DQA1	Boon, M.  et al. 2004	15300424			3117
rs9272723	chr6	740216	Y	rs2187668	Lupus Erythematosus, Systemic	IMMUNE	HLA-DQA1	Geoffrey Hom et al. The New England journal of medicine 2008	18204098	0.00		
rs9272723	chr6	689723			Celiac Disease	IMMUNE	HLA-DQA1	N Tinto  et al.  2008	18282752			3117
rs9272723	chr6	125610	Y		diabetes, type 1	IMMUNE	HLA-DQA1	Van Autreve, J. E.  et al. 2004	15301863			3117
rs9272723	chr6	740217	Y	rs2187668	Lupus Erythematosus, Systemic	IMMUNE	HLA-DQA1	Geoffrey Hom et al. The New England journal of medicine 2008	18204098	0.00		
rs9272723	chr6	689724			Celiac Disease	IMMUNE	HLA-DQA1	Lucia  Diaz de Entresotos Villazan   et al.  2008	18279642			3117
rs9272723	chr6	125611			diabetes, type 1; celiac disease	IMMUNE	HLA-DQA1	Nielsen, C.  et al. 2004	15309343		Caucasian	3117
rs9272723	chr6	743215	Y	rs2187668	Celiac Disease	IMMUNE	HLA-DQA1	Patrick C A Dubois et al. Nature genetics 2010	20190752	0.00		
rs9272723	chr6	689725			Birth Weight|Diabetes Mellitus, Type 1	UNKNOWN	HLA-DQA1	T M  Jarvinen   et al.  2008	18273034			3117
rs9272723	chr6	125612	N		lupus erythematosus	IMMUNE	HLA-DQA1	Ayed, K.  et al. 2004	15310011		Tunisian	3117
rs9272723	chr6	744083	Y	rs2187668	Immunoglobulin A	IMMUNE	HLA-DQA1	Ricardo C Ferreira et al. Nature genetics 2010	20694011	0.00		
rs9272723	chr6	689726			Diabetes Mellitus, Type 1|Gastroenteritis|Pregnancy Complications, Infectious|Pregnancy in Diabetics	IMMUNE	HLA-DQA1	K F Lynch  et al.  2008	18273032			3117
rs9272723	chr6	125613	Y		H. pylori infection	INFECTION	HLA-DQA1	Wang, L. L.  et al. 2004	15347442		Vietnamese	3117
rs9272723	chr6	745249	Y	rs2187668	Glomerulonephritis, Membranous	RENAL	HLA-DQA1	Horia C Stanescu et al. The New England journal of medicine 2011	21323541	0.00		
rs9272723	chr6	689727			Celiac Disease	IMMUNE	HLA-DQA1	B  Hernandez-Charro   et al.  2008	18257894			3117
rs9272723	chr6	125614			celiac disease	IMMUNE	HLA-DQA1	Johnson, T. C.  et al. 2004	15476152			3117
rs9272723	chr6	745482	Y	rs2187668	Lupus Erythematosus, Systemic	IMMUNE	HLA-DQA1	Sharon A Chung et al. PLoS genetics 2011	21408207	0.00		
rs9272723	chr6	689728			Diabetes Mellitus, Type 1	IMMUNE	HLA-DQA1	Henry Erlich  et al.  2008	18252895			3117
rs9272723	chr6	125615			rheumatoid arthritis	IMMUNE	HLA-DQA1	Laivoranta-Nyman, S.  et al. 2004	15479890		Finnish	3117
rs9272723	chr6	745024	Y	rs9272535	Leukemia, Lymphoid	CANCER	HLA-DQA1	Susan L Slager et al. Blood 2011	21131588	0.00		
rs9272723	chr6	689729			Bronchiectasis|Respiratory Tract Infections	UNKNOWN	HLA-DQA1	R J Boyton  et al.  2008	18241227			3117
rs9272723	chr6	125616			diabetes, type 1	IMMUNE	HLA-DQA1	Gillespie, K. M.  et al. 2004	15530631			3117
rs9272723	chr6	689730			Dermatomyositis|Disease Progression	IMMUNE	HLA-DQA1	Stephanie Christen-Zaech  et al.  2008	18240225			3117
rs9272723	chr6	125618			diabetes, type 1	IMMUNE	HLA-DQA1	Zung, A.  et al. 2004	15603874		Jewish	3117
rs9272723	chr6	689731			Dermatitis, Atopic|Eczema allergic	IMMUNE	HLA-DQA1	Hanene Affes  et al.  2007	18236804			3117
rs9272723	chr6	125619	Y		diabetes, type 2; diabetes, type 1	UNKNOWN	HLA-DQA1	Martinka, E.  et al. 1999	15641229			3117
rs9272723	chr6	689732			Diabetes Mellitus, Type 1	IMMUNE	HLA-DQA1	Lars C Stene  et al.  2008	18211635			3117
rs9272723	chr6	125620			stomach cancer	CANCER	HLA-DQA1	Quintero, E.  et al. 2005	15691311			3117
rs9272723	chr6	689733			Abortion, Spontaneous	REPRODUCTION	HLA-DQA1	Olimpia Sipak-Szmigiel  et al.  2007	18200971			3117
rs9272723	chr6	125621			diabetes, type 1	IMMUNE	HLA-DQA1	Park, Y.  et al. 2004	15699500		Korean	3117
rs9272723	chr6	689734			Diabetes Mellitus, Type 1	IMMUNE	HLA-DQA1	Elisabetta Orilieri  et al.  2008	18198357			3117
rs9272723	chr6	125622	Y		HIV; cytomegalovirus retinitis	INFECTION	HLA-DQA1	Gupta, M.  et al. 2004	15699508		Swedish	3117
rs9272723	chr6	689735			Hepatitis, Autoimmune	IMMUNE	HLA-DQA1	Lok-Beng Koay  et al.  2007	18194915			3117
rs9272723	chr6	125623			diabetes, type 1	IMMUNE	HLA-DQA1	Nikitina-Zake, L.  et al. 2004	15699512			3117
rs9272723	chr6	689736			Celiac Disease	IMMUNE	HLA-DQA1	Francesca Megiorni  et al.  2008	18177450			3117
rs9272723	chr6	125624			diabetes, type 1	IMMUNE	HLA-DQA1	Decochez, K.  et al. 2005	15756536			3117
rs9272723	chr6	689737			Neoplasms, Germ Cell and Embryonal|Seminoma	CANCER	HLA-DQA1	N B Seniuta  et al.  2008	18084828			3117
rs9272723	chr6	125625			rheumatic fever	IMMUNE	HLA-DQA1	Hallioglu, O.  et al. 2005	15789899		Turkish	3117
rs9272723	chr6	689738			Addison Disease|Addison's disease	IMMUNE	HLA-DQA1	Z Gombos  et al.  2007	18057383			3117
rs9272723	chr6	125626	Y		allergy	IMMUNE	HLA-DQA1	Suzuki, K.  et al. 2005	15853900			3117
rs9272723	chr6	689739			Chronic renal failure|Diabetes Mellitus, Insulin-Dependent|Diabetes Mellitus, Type 1|Diabetic Nephropathies|Diabetic Nephropathy|Kidney Failure, Chronic	UNKNOWN	HLA-DQA1	Suzanne K Cordovado  et al.  2008	18039812			3117
rs9272723	chr6	125627			celiac disease	IMMUNE	HLA-DQA1	Vargas Perez, M. L.  et al. 2005	15871822			3117
